,Crop,Soil,Temperature,Soil_Texture,Soil_Colour,Drainage,Water_holding_capacity,Sunlight,Yield
3043,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3044,Chilli,Black,29,Clayey,Black,Low,High,low,Poor
3045,Tomato,Black,30,Clayey,Black,Low,High,low,Good
3046,Potato,Black,30,Clayey,Black,Low,High,low,Average
3047,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3048,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
3049,Chilli,Black,30,Clayey,Black,Low,High,low,Good
3050,Tomato,Black,30,Clayey,Black,Low,High,low,Average
3051,Potato,Black,32,Clayey,Black,Low,High,low,Average
3052,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3053,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3054,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3055,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3056,Potato,Black,31,Clayey,Black,Low,High,low,Poor
3057,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3058,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3059,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3060,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3061,Potato,Black,32,Clayey,Black,Low,High,low,Good
3062,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3063,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3064,Chilli,Black,30,Clayey,Black,Low,High,low,Poor
3065,Tomato,Black,32,Clayey,Black,Low,High,low,Good
3066,Potato,Black,34,Clayey,Black,Low,High,low,Average
3067,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3068,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
3069,Chilli,Black,34,Clayey,Black,Low,High,low,Good
3070,Tomato,Black,34,Clayey,Black,Low,High,low,Average
3071,Potato,Black,32,Clayey,Black,Low,High,low,Average
3072,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3073,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3074,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3075,Tomato,Black,28,Clayey,Black,Low,High,low,Average
3076,Potato,Black,29,Clayey,Black,Low,High,low,Poor
3077,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Good
3078,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3079,Chilli,Black,35,Clayey,Black,Low,High,low,Average
3080,Tomato,Black,34,Clayey,Black,Low,High,low,Poor
3081,Potato,Black,34,Clayey,Black,Low,High,low,Good
3082,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
3083,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3084,Chilli,Black,33,Clayey,Black,Low,High,low,Average
3085,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3086,Potato,Black,31,Clayey,Black,Low,High,low,Poor
3087,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3088,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3089,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3090,Tomato,Black,28,Clayey,Black,Low,High,low,Poor
3091,Potato,Black,29,Clayey,Black,Low,High,low,Good
3092,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3093,Potato,Alluvial,27,Loamy,Brown,Medium,Medium,low,Average
3094,Chilli,Black,28,Clayey,Black,Low,High,low,Poor
3095,Tomato,Black,26,Clayey,Black,Low,High,low,Good
3096,Potato,Black,25,Clayey,Black,Low,High,low,Average
3097,Chilli,Alluvial,27,Loamy,Brown,Medium,Medium,low,Average
3098,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
3099,Chilli,Black,29,Clayey,Black,Low,High,low,Good
3100,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3101,Potato,Black,29,Clayey,Black,Low,High,low,Average
3102,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
3103,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3104,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3105,Tomato,Black,30,Clayey,Black,Low,High,low,Average
3106,Potato,Black,30,Clayey,Black,Low,High,low,Poor
3107,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3108,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3109,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3110,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3111,Potato,Black,32,Clayey,Black,Low,High,low,Good
3112,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3113,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3114,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3115,Tomato,Black,32,Clayey,Black,Low,High,low,Good
3116,Potato,Black,32,Clayey,Black,Low,High,low,Average
3117,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3118,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3119,Chilli,Black,31,Clayey,Black,Low,High,low,Good
3120,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3121,Potato,Black,30,Clayey,Black,Low,High,low,Average
3122,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3123,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3124,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3125,Tomato,Black,34,Clayey,Black,Low,High,low,Average
3126,Potato,Black,34,Clayey,Black,Low,High,low,Poor
3127,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3128,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3129,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3130,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3131,Potato,Black,34,Clayey,Black,Low,High,low,Good
3132,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
3133,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3134,Chilli,Black,31,Clayey,Black,Low,High,low,Poor
3135,Tomato,Black,34,Clayey,Black,Low,High,low,Good
3136,Potato,Black,35,Clayey,Black,Low,High,low,Average
3137,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3138,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3139,Chilli,Black,34,Clayey,Black,Low,High,low,Poor
3140,Tomato,Black,32,Clayey,Black,Low,High,low,Good
3141,Potato,Black,33,Clayey,Black,Low,High,low,Average
3142,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3143,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3144,Chilli,Black,30,Clayey,Black,Low,High,low,Good
3145,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3146,Potato,Black,30,Clayey,Black,Low,High,low,Average
3147,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Poor
3148,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
3149,Chilli,Black,29,Clayey,Black,Low,High,low,Average
3150,Tomato,Black,27,Clayey,Black,Low,High,low,Average
3151,Potato,Black,28,Clayey,Black,Low,High,low,Poor
3152,Chilli,Alluvial,26,Loamy,Brown,Medium,Medium,low,Good
3153,Potato,Alluvial,25,Loamy,Brown,Medium,Medium,low,Average
3154,Chilli,Black,27,Clayey,Black,Low,High,low,Average
3155,Tomato,Black,29,Clayey,Black,Low,High,low,Poor
3156,Potato,Black,29,Clayey,Black,Low,High,low,Good
3157,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3158,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3159,Chilli,Black,30,Clayey,Black,Low,High,low,Poor
3160,Tomato,Black,30,Clayey,Black,Low,High,low,Good
3161,Potato,Black,30,Clayey,Black,Low,High,low,Average
3162,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3163,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
3164,Chilli,Black,30,Clayey,Black,Low,High,low,Good
3165,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3166,Potato,Black,31,Clayey,Black,Low,High,low,Average
3167,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3168,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3169,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3170,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3171,Potato,Black,32,Clayey,Black,Low,High,low,Poor
3172,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3173,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3174,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3175,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3176,Potato,Black,31,Clayey,Black,Low,High,low,Good
3177,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3178,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3179,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3180,Tomato,Black,34,Clayey,Black,Low,High,low,Good
3181,Potato,Black,32,Clayey,Black,Low,High,low,Average
3182,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3183,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
3184,Chilli,Black,34,Clayey,Black,Low,High,low,Good
3185,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3186,Potato,Black,31,Clayey,Black,Low,High,low,Average
3187,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3188,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3189,Chilli,Black,28,Clayey,Black,Low,High,low,Average
3190,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3191,Potato,Black,31,Clayey,Black,Low,High,low,Poor
3192,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3193,Potato,Alluvial,35,Loamy,Brown,Medium,Medium,low,Average
3194,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3195,Tomato,Black,34,Clayey,Black,Low,High,low,Poor
3196,Potato,Black,34,Clayey,Black,Low,High,low,Good
3197,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3198,Potato,Alluvial,33,Loamy,Brown,Medium,Medium,low,Average
3199,Chilli,Black,31,Clayey,Black,Low,High,low,Poor
3200,Tomato,Black,31,Clayey,Black,Low,High,low,Good
3201,Potato,Black,30,Clayey,Black,Low,High,low,Average
3202,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3203,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
3204,Chilli,Black,28,Clayey,Black,Low,High,low,Good
3205,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3206,Potato,Black,29,Clayey,Black,Low,High,low,Average
3207,Chilli,Alluvial,27,Loamy,Brown,Medium,Medium,low,Poor
3208,Potato,Alluvial,28,Loamy,Brown,Medium,Medium,low,Good
3209,Chilli,Black,26,Clayey,Black,Low,High,low,Average
3210,Tomato,Black,25,Clayey,Black,Low,High,low,Average
3211,Potato,Black,27,Clayey,Black,Low,High,low,Poor
3212,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
3213,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3214,Chilli,Black,29,Clayey,Black,Low,High,low,Average
3215,Tomato,Black,29,Clayey,Black,Low,High,low,Poor
3216,Potato,Black,30,Clayey,Black,Low,High,low,Good
3217,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3218,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3219,Chilli,Black,30,Clayey,Black,Low,High,low,Poor
3220,Tomato,Black,30,Clayey,Black,Low,High,low,Good
3221,Potato,Black,30,Clayey,Black,Low,High,low,Average
3222,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3223,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3224,Chilli,Black,32,Clayey,Black,Low,High,low,Good
3225,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3226,Potato,Black,32,Clayey,Black,Low,High,low,Average
3227,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3228,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3229,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3230,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3231,Potato,Black,32,Clayey,Black,Low,High,low,Poor
3232,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3233,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3234,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3235,Tomato,Black,30,Clayey,Black,Low,High,low,Poor
3236,Potato,Black,32,Clayey,Black,Low,High,low,Good
3237,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3238,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3239,Chilli,Black,34,Clayey,Black,Low,High,low,Poor
3240,Tomato,Black,34,Clayey,Black,Low,High,low,Good
3241,Potato,Black,34,Clayey,Black,Low,High,low,Average
3242,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3243,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3244,Chilli,Black,32,Clayey,Black,Low,High,low,Good
3245,Tomato,Black,34,Clayey,Black,Low,High,low,Average
3246,Potato,Black,28,Clayey,Black,Low,High,low,Average
3247,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
3248,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Good
3249,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3250,Tomato,Black,35,Clayey,Black,Low,High,low,Average
3251,Potato,Black,34,Clayey,Black,Low,High,low,Poor
3252,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3253,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3254,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3255,Tomato,Black,33,Clayey,Black,Low,High,low,Poor
3256,Potato,Black,31,Clayey,Black,Low,High,low,Good
3257,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3258,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3259,Chilli,Black,31,Clayey,Black,Low,High,low,Poor
3260,Tomato,Black,30,Clayey,Black,Low,High,low,Good
3261,Potato,Black,28,Clayey,Black,Low,High,low,Average
3262,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3263,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
3264,Chilli,Black,27,Clayey,Black,Low,High,low,Good
3265,Tomato,Black,28,Clayey,Black,Low,High,low,Average
3266,Potato,Black,26,Clayey,Black,Low,High,low,Average
3267,Chilli,Alluvial,25,Loamy,Brown,Medium,Medium,low,Poor
3268,Potato,Alluvial,27,Loamy,Brown,Medium,Medium,low,Good
3269,Chilli,Black,29,Clayey,Black,Low,High,low,Average
3270,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3271,Potato,Black,29,Clayey,Black,Low,High,low,Poor
3272,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
3273,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3274,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3275,Tomato,Black,30,Clayey,Black,Low,High,low,Poor
3276,Potato,Black,30,Clayey,Black,Low,High,low,Good
3277,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3278,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3279,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3280,Tomato,Black,31,Clayey,Black,Low,High,low,Good
3281,Potato,Black,32,Clayey,Black,Low,High,low,Average
3282,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3283,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3284,Chilli,Black,31,Clayey,Black,Low,High,low,Good
3285,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3286,Potato,Black,32,Clayey,Black,Low,High,low,Average
3287,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3288,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3289,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3290,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3291,Potato,Black,31,Clayey,Black,Low,High,low,Poor
3292,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3293,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3294,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3295,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3296,Potato,Black,34,Clayey,Black,Low,High,low,Good
3297,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3298,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3299,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3300,Tomato,Black,31,Clayey,Black,Low,High,low,Good
3301,Potato,Black,32,Clayey,Black,Low,High,low,Average
3302,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3303,Potato,Alluvial,28,Loamy,Brown,Medium,Medium,low,Poor
3304,Chilli,Black,29,Clayey,Black,Low,High,low,Good
3305,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3306,Potato,Black,34,Clayey,Black,Low,High,low,Average
3307,Chilli,Alluvial,35,Loamy,Brown,Medium,Medium,low,Poor
3308,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3309,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3310,Tomato,Black,34,Clayey,Black,Low,High,low,Average
3311,Potato,Black,32,Clayey,Black,Low,High,low,Poor
3312,Chilli,Alluvial,33,Loamy,Brown,Medium,Medium,low,Good
3313,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3314,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3315,Tomato,Black,30,Clayey,Black,Low,High,low,Poor
3316,Potato,Black,31,Clayey,Black,Low,High,low,Good
3317,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3318,Potato,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
3319,Chilli,Black,29,Clayey,Black,Low,High,low,Poor
3320,Tomato,Black,29,Clayey,Black,Low,High,low,Good
3321,Potato,Black,27,Clayey,Black,Low,High,low,Average
3322,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
3323,Potato,Alluvial,26,Loamy,Brown,Medium,Medium,low,Poor
3324,Chilli,Black,25,Clayey,Black,Low,High,low,Good
3325,Tomato,Black,27,Clayey,Black,Low,High,low,Average
3326,Potato,Black,29,Clayey,Black,Low,High,low,Average
3327,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
3328,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
3329,Chilli,Black,29,Clayey,Black,Low,High,low,Average
3330,Tomato,Black,30,Clayey,Black,Low,High,low,Average
3331,Potato,Black,30,Clayey,Black,Low,High,low,Poor
3332,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3333,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3334,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3335,Tomato,Black,30,Clayey,Black,Low,High,low,Poor
3336,Potato,Black,32,Clayey,Black,Low,High,low,Good
3337,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3338,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3339,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3340,Tomato,Black,32,Clayey,Black,Low,High,low,Good
3341,Potato,Black,31,Clayey,Black,Low,High,low,Average
3342,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3343,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3344,Chilli,Black,32,Clayey,Black,Low,High,low,Good
3345,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3346,Potato,Black,32,Clayey,Black,Low,High,low,Average
3347,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Poor
3348,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Good
3349,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3350,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3351,Potato,Black,34,Clayey,Black,Low,High,low,Poor
3352,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3353,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3354,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3355,Tomato,Black,34,Clayey,Black,Low,High,low,Poor
3356,Potato,Black,32,Clayey,Black,Low,High,low,Good
3357,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3358,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3359,Chilli,Black,34,Clayey,Black,Low,High,low,Poor
3360,Tomato,Black,28,Clayey,Black,Low,High,low,Good
3361,Potato,Black,29,Clayey,Black,Low,High,low,Average
3362,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3363,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
3364,Chilli,Black,35,Clayey,Black,Low,High,low,Good
3365,Tomato,Black,34,Clayey,Black,Low,High,low,Average
3366,Potato,Black,34,Clayey,Black,Low,High,low,Average
3367,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Poor
3368,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3369,Chilli,Black,33,Clayey,Black,Low,High,low,Average
3370,Tomato,Black,31,Clayey,Black,Low,High,low,Average
3371,Potato,Black,31,Clayey,Black,Low,High,low,Poor
3372,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3373,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3374,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3375,Tomato,Black,28,Clayey,Black,Low,High,low,Poor
3376,Potato,Black,29,Clayey,Black,Low,High,low,Good
3377,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3378,Potato,Alluvial,27,Loamy,Brown,Medium,Medium,low,Average
3379,Chilli,Black,28,Clayey,Black,Low,High,low,Poor
3380,Tomato,Black,26,Clayey,Black,Low,High,low,Good
3381,Potato,Black,25,Clayey,Black,Low,High,low,Average
3382,Chilli,Alluvial,27,Loamy,Brown,Medium,Medium,low,Average
3383,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
3384,Chilli,Black,29,Clayey,Black,Low,High,low,Good
3385,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3386,Potato,Black,29,Clayey,Black,Low,High,low,Average
3387,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Poor
3388,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3389,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3390,Tomato,Black,30,Clayey,Black,Low,High,low,Average
3391,Potato,Black,30,Clayey,Black,Low,High,low,Poor
3392,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Good
3393,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3394,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3395,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3396,Potato,Black,32,Clayey,Black,Low,High,low,Good
3397,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3398,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Good
3399,Chilli,Black,32,Clayey,Black,Low,High,low,Average
3400,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3401,Potato,Black,32,Clayey,Black,Low,High,low,Poor
3402,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Good
3403,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3404,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3405,Tomato,Black,31,Clayey,Black,Low,High,low,Poor
3406,Potato,Black,30,Clayey,Black,Low,High,low,Good
3407,Chilli,Alluvial,32,Loamy,Brown,Medium,Medium,low,Average
3408,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3409,Chilli,Black,32,Clayey,Black,Low,High,low,Poor
3410,Tomato,Black,34,Clayey,Black,Low,High,low,Good
3411,Potato,Black,34,Clayey,Black,Low,High,low,Average
3412,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3413,Potato,Alluvial,32,Loamy,Brown,Medium,Medium,low,Poor
3414,Chilli,Black,31,Clayey,Black,Low,High,low,Good
3415,Tomato,Black,32,Clayey,Black,Low,High,low,Average
3416,Potato,Black,34,Clayey,Black,Low,High,low,Average
3417,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Poor
3418,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
3419,Chilli,Black,31,Clayey,Black,Low,High,low,Average
3420,Tomato,Black,34,Clayey,Black,Low,High,low,Average
3421,Potato,Black,35,Clayey,Black,Low,High,low,Poor
3422,Chilli,Alluvial,34,Loamy,Brown,Medium,Medium,low,Good
3423,Potato,Alluvial,34,Loamy,Brown,Medium,Medium,low,Average
3424,Chilli,Black,34,Clayey,Black,Low,High,low,Average
3425,Tomato,Black,32,Clayey,Black,Low,High,low,Poor
3426,Potato,Black,33,Clayey,Black,Low,High,low,Good
3427,Chilli,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3428,Potato,Alluvial,31,Loamy,Brown,Medium,Medium,low,Average
3429,Chilli,Black,30,Clayey,Black,Low,High,low,Poor
3430,Tomato,Black,31,Clayey,Black,Low,High,low,Good
3431,Potato,Black,30,Clayey,Black,Low,High,low,Average
3432,Chilli,Alluvial,28,Loamy,Brown,Medium,Medium,low,Average
3433,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Poor
3434,Chilli,Black,29,Clayey,Black,Low,High,low,Good
3435,Tomato,Black,27,Clayey,Black,Low,High,low,Average
3436,Potato,Black,28,Clayey,Black,Low,High,low,Average
3437,Chilli,Alluvial,26,Loamy,Brown,Medium,Medium,low,Poor
3438,Potato,Alluvial,25,Loamy,Brown,Medium,Medium,low,Good
3439,Chilli,Black,27,Clayey,Black,Low,High,low,Average
3440,Tomato,Black,29,Clayey,Black,Low,High,low,Average
3441,Potato,Black,29,Clayey,Black,Low,High,low,Poor
3442,Chilli,Alluvial,29,Loamy,Brown,Medium,Medium,low,Good
3443,Potato,Alluvial,29,Loamy,Brown,Medium,Medium,low,Average
3444,Chilli,Black,30,Clayey,Black,Low,High,low,Average
3445,Tomato,Black,30,Clayey,Black,Low,High,low,Poor
3446,Potato,Black,30,Clayey,Black,Low,High,low,Good
3447,Chilli,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3448,Potato,Alluvial,30,Loamy,Brown,Medium,Medium,low,Average
3449,Chilli,Black,30,Clayey,Black,Low,High,low,Poor
